stock,open,high,low,close,timestamp
株H,856.47,908.19,827.17,837.51,12:04:17.000
株N,360.48,436.43,340.51,352.13,12:04:17.500
株E,957.03,1047.10,938.77,940.82,12:04:18.000
株Q,570.10,655.59,530.56,538.75,12:04:18.500
株Y,431.25,512.03,423.74,439.91,12:04:19.000
株K,349.40,423.05,342.52,346.07,12:04:19.500
株L,437.38,516.11,434.79,435.92,12:04:20.000
株P,720.48,797.55,703.21,717.18,12:04:20.500
株Y,361.04,427.35,355.37,366.36,12:04:21.000
株S,608.08,700.23,602.67,612.47,12:04:21.500
株J,940.86,1004.42,918.93,927.45,12:04:22.000
株B,733.82,797.61,715.68,719.67,12:04:22.500
株A,990.02,1063.69,982.42,991.86,12:04:23.000
株T,374.75,463.40,335.20,345.66,12:04:23.500
株D,378.31,450.42,374.47,388.16,12:04:24.000
株F,715.12,789.59,703.57,714.89,12:04:24.500
株O,338.10,435.25,335.48,338.70,12:04:25.000
株F,872.84,957.72,850.75,857.39,12:04:25.500
株C,701.87,773.08,654.60,671.72,12:04:26.000
株V,614.02,674.08,611.07,624.27,12:04:26.500
株I,464.50,537.88,441.36,448.83,12:04:27.000
株O,879.84,964.45,838.57,847.45,12:04:27.500
株F,995.10,1088.52,982.47,994.76,12:04:28.000
株W,593.11,659.20,579.87,595.43,12:04:28.500
株T,551.57,609.33,542.39,554.39,12:04:29.000
株K,532.62,622.87,504.35,524.11,12:04:29.500
株R,882.86,953.42,833.41,853.18,12:04:30.000
株Z,717.05,793.43,670.98,689.64,12:04:30.500
株V,776.56,844.40,727.11,739.97,12:04:31.000
株S,861.77,939.17,818.86,827.30,12:04:31.500
株R,902.10,975.89,860.41,873.43,12:04:32.000
株E,335.89,414.40,315.19,326.33,12:04:32.500
株I,343.30,396.28,321.03,328.22,12:04:33.000
株F,372.98,464.23,345.11,352.73,12:04:33.500
株R,376.45,459.26,326.91,338.05,12:04:34.000
株M,772.94,850.72,762.19,767.19,12:04:34.500
株Q,551.07,602.14,511.00,529.41,12:04:35.000
株L,765.52,849.47,746.65,756.49,12:04:35.500
株L,859.66,951.46,853.71,856.54,12:04:36.000
株U,986.15,1080.99,980.14,996.32,12:04:36.500
株C,854.37,944.29,837.36,849.59,12:04:37.000
株K,727.71,816.96,685.69,690.06,12:04:37.500
株Q,407.47,464.64,368.35,385.10,12:04:38.000
株N,731.03,821.48,700.08,708.75,12:04:38.500
株M,763.68,843.17,737.03,738.83,12:04:39.000
株C,346.47,415.25,337.62,342.41,12:04:39.500
株Q,920.53,980.08,904.12,920.89,12:04:40.000
株B,764.97,849.19,743.91,754.71,12:04:40.500
株Z,358.49,435.74,341.96,353.66,12:04:41.000
株Y,392.18,477.41,355.49,357.76,12:04:41.500
株D,532.85,594.14,495.66,501.33,12:04:42.000
株E,898.14,951.77,848.34,855.20,12:04:42.500
株P,463.43,536.24,426.65,443.06,12:04:43.000
株R,355.88,434.64,309.86,321.18,12:04:43.500
株K,377.97,470.62,352.24,370.49,12:04:44.000
株X,738.83,809.92,720.92,726.13,12:04:44.500
株I,514.66,607.56,505.26,523.77,12:04:45.000
株Q,450.89,517.27,411.49,418.42,12:04:45.500
株S,316.66,405.16,288.89,299.69,12:04:46.000
株F,624.03,677.99,574.33,585.68,12:04:46.500
株R,335.58,422.06,319.26,325.45,12:04:47.000
株Q,706.84,800.75,681.24,697.08,12:04:47.500
株D,693.43,761.24,690.69,705.53,12:04:48.000
株Q,664.91,725.80,655.06,674.98,12:04:48.500
株J,820.93,904.56,791.55,792.95,12:04:49.000
株Q,454.31,525.37,412.07,420.44,12:04:49.500
株O,480.63,546.17,432.07,443.44,12:04:50.000
株V,616.51,691.61,595.82,611.45,12:04:50.500
株A,498.84,575.59,492.72,504.61,12:04:51.000
株T,482.51,564.10,477.55,493.35,12:04:51.500
株B,866.42,947.49,840.16,850.13,12:04:52.000
株G,468.58,524.89,419.23,431.40,12:04:52.500
株T,909.78,986.69,861.22,869.46,12:04:53.000
株G,570.49,629.74,556.55,567.83,12:04:53.500
株L,932.27,1015.94,906.03,911.79,12:04:54.000
株H,417.37,506.31,397.50,401.78,12:04:54.500
株T,695.06,776.32,690.58,708.22,12:04:55.000
株M,900.10,952.76,866.74,871.37,12:04:55.500
株N,502.92,553.46,463.55,481.40,12:04:56.000
株C,954.80,1034.51,914.97,934.66,12:04:56.500
株L,868.95,954.08,829.29,843.63,12:04:57.000
株B,724.66,820.62,695.01,699.57,12:04:57.500
株I,633.86,694.21,632.38,639.87,12:04:58.000
株N,891.58,988.75,869.28,870.82,12:04:58.500
株A,527.25,624.83,517.19,534.92,12:04:59.000
株M,942.45,1022.57,919.02,926.43,12:04:59.500
株O,642.53,700.46,615.52,623.90,12:05:00.000
株E,724.29,787.79,709.15,710.92,12:05:00.500
株Z,499.40,563.17,461.71,469.50,12:05:01.000
株Q,323.76,386.03,318.00,337.13,12:05:01.500
株J,396.33,464.26,355.41,371.48,12:05:02.000
株M,374.85,428.41,340.65,345.20,12:05:02.500
株Y,834.14,893.71,824.06,826.78,12:05:03.000
株T,914.09,969.65,878.47,898.00,12:05:03.500
株M,916.94,1010.90,885.81,892.59,12:05:04.000
株Q,856.98,936.56,850.35,867.55,12:05:04.500
株Z,333.73,384.95,293.56,298.17,12:05:05.000
株H,944.57,1036.87,939.84,948.29,12:05:05.500
株I,661.89,752.93,612.40,630.48,12:05:06.000
株R,589.54,647.34,544.59,558.69,12:05:06.500
株B,856.12,943.04,809.33,817.23,12:05:07.000
株V,670.88,744.78,626.20,633.09,12:05:07.500
株W,934.74,999.22,921.90,939.26,12:05:08.000
株T,838.11,891.24,816.73,825.89,12:05:08.500
株F,335.06,400.05,304.42,314.38,12:05:09.000
株N,741.83,836.22,728.31,740.84,12:05:09.500
株K,878.72,972.74,846.78,856.65,12:05:10.000
株T,475.43,536.96,454.52,462.78,12:05:10.500
株L,348.76,414.51,347.47,352.85,12:05:11.000
株T,311.28,365.73,305.31,309.30,12:05:11.500
株E,819.04,894.05,816.30,821.79,12:05:12.000
株O,637.58,731.73,611.16,628.80,12:05:12.500
株N,977.06,1037.33,958.98,961.66,12:05:13.000
株T,707.56,759.64,662.85,669.73,12:05:13.500
株N,369.80,465.62,340.13,353.99,12:05:14.000
株S,390.48,456.23,353.81,359.91,12:05:14.500
株H,835.10,894.72,811.47,815.35,12:05:15.000
株F,503.08,578.01,493.63,501.10,12:05:15.500
株B,465.29,559.26,442.93,454.27,12:05:16.000
株F,710.07,791.62,694.53,709.26,12:05:16.500
株T,870.83,940.90,841.89,849.51,12:05:17.000
株Q,984.89,1048.00,971.81,974.09,12:05:17.500
株L,655.83,715.90,611.03,622.96,12:05:18.000
株J,516.87,583.69,472.94,484.86,12:05:18.500
株T,558.08,656.82,532.11,535.79,12:05:19.000
株J,752.27,817.76,724.32,726.59,12:05:19.500
株R,436.88,533.56,387.18,390.96,12:05:20.000
株X,762.29,813.58,760.80,766.47,12:05:20.500
株H,754.13,846.73,725.54,732.80,12:05:21.000
株X,708.02,773.13,678.57,695.72,12:05:21.500
株L,609.98,674.36,575.92,595.61,12:05:22.000
株Z,660.15,734.96,614.03,633.13,12:05:22.500
株X,398.72,449.95,355.28,359.56,12:05:23.000
株S,500.10,581.98,482.46,487.93,12:05:23.500
株Q,376.11,440.80,330.43,333.03,12:05:24.000
株M,934.19,1004.04,923.93,936.94,12:05:24.500
株H,391.91,462.74,363.68,370.97,12:05:25.000
株O,605.76,668.59,564.13,570.98,12:05:25.500
株F,598.91,663.24,569.50,586.63,12:05:26.000
株B,853.15,937.28,831.92,833.32,12:05:26.500
株P,463.75,559.36,453.05,461.59,12:05:27.000
株I,361.07,411.10,319.20,327.05,12:05:27.500
株B,676.66,734.78,646.85,661.52,12:05:28.000
株K,663.92,732.45,642.39,654.66,12:05:28.500
株Z,955.87,1026.68,927.93,944.48,12:05:29.000
株Q,568.16,633.02,521.23,533.65,12:05:29.500
株M,300.67,364.93,268.95,282.89,12:05:30.000
株I,372.49,443.75,362.17,372.27,12:05:30.500
株E,820.06,904.69,771.73,781.36,12:05:31.000
株V,787.81,887.63,742.01,744.27,12:05:31.500
株S,742.56,834.08,740.75,758.94,12:05:32.000
株F,350.30,422.81,314.35,326.88,12:05:32.500
株Q,652.97,713.33,642.65,647.96,12:05:33.000
株D,635.43,692.80,610.87,611.89,12:05:33.500
株P,585.81,684.88,536.90,552.79,12:05:34.000
株P,443.37,521.60,439.53,447.08,12:05:34.500
株B,359.95,431.37,342.15,345.14,12:05:35.000
株I,869.04,950.96,863.33,881.36,12:05:35.500
株Q,746.19,823.55,714.18,717.47,12:05:36.000
株K,493.23,573.88,466.41,473.12,12:05:36.500
株V,760.03,827.49,734.82,737.89,12:05:37.000
株J,924.11,1012.58,894.94,913.50,12:05:37.500
株H,502.99,571.60,493.20,502.38,12:05:38.000
株E,848.01,912.02,806.25,816.38,12:05:38.500
株W,423.46,479.59,390.40,409.93,12:05:39.000
株U,333.92,424.15,300.24,311.21,12:05:39.500
株Y,895.06,950.18,865.37,867.11,12:05:40.000
株B,780.48,869.09,762.27,774.60,12:05:40.500
株Z,993.05,1050.51,962.64,971.40,12:05:41.000
株O,758.75,818.38,744.58,755.72,12:05:41.500
株Q,724.69,823.48,700.02,719.69,12:05:42.000
株X,964.78,1032.44,950.62,960.11,12:05:42.500
株Q,879.61,936.73,832.28,842.32,12:05:43.000
株P,349.94,441.83,334.24,341.13,12:05:43.500
株X,423.79,521.37,399.53,417.95,12:05:44.000
株I,999.40,1097.58,986.07,989.86,12:05:44.500
株H,795.29,857.58,747.99,750.48,12:05:45.000
株C,827.13,896.87,797.88,808.99,12:05:45.500
株C,782.35,864.08,775.85,781.15,12:05:46.000
株O,748.49,827.31,724.46,742.39,12:05:46.500
株W,779.35,843.15,736.04,752.35,12:05:47.000
株K,862.66,960.80,824.31,835.08,12:05:47.500
株L,543.41,624.40,527.87,530.02,12:05:48.000
株U,884.04,954.30,850.29,856.43,12:05:48.500
株X,868.74,938.91,846.61,863.96,12:05:49.000
株Q,523.80,607.13,520.70,527.77,12:05:49.500
株B,753.47,823.77,715.17,732.65,12:05:50.000
株T,717.84,768.56,695.09,698.41,12:05:50.500
株T,837.33,927.08,835.39,846.94,12:05:51.000
株D,532.82,625.28,490.82,500.32,12:05:51.500
株T,905.57,975.44,870.06,877.53,12:05:52.000
株N,361.87,419.47,347.08,349.23,12:05:52.500
株N,397.74,491.25,386.44,402.68,12:05:53.000
株A,590.63,687.31,576.60,582.03,12:05:53.500
株X,555.56,626.73,546.12,550.69,12:05:54.000
株O,443.02,514.20,411.26,417.25,12:05:54.500
株F,579.22,642.72,559.49,571.58,12:05:55.000
株A,881.53,947.78,861.87,867.66,12:05:55.500
株F,973.85,1026.35,937.90,946.71,12:05:56.000
株Y,440.18,535.87,401.89,413.71,12:05:56.500
株V,822.54,896.85,789.10,809.02,12:05:57.000
株R,803.10,857.91,797.02,801.95,12:05:57.500
株H,953.69,1048.24,934.92,942.95,12:05:58.000
株P,725.87,800.22,708.17,715.86,12:05:58.500
株V,904.64,975.89,900.65,915.95,12:05:59.000
株H,455.12,554.27,429.69,430.85,12:05:59.500
株R,438.42,506.85,405.21,421.78,12:06:00.000
株E,969.67,1057.02,930.78,932.18,12:06:00.500
株B,714.03,774.66,711.05,713.70,12:06:01.000
株B,789.02,866.52,769.49,785.27,12:06:01.500
株V,799.81,877.33,751.85,769.25,12:06:02.000
株I,435.72,520.21,419.16,421.95,12:06:02.500
株B,763.76,814.18,762.27,774.23,12:06:03.000
株G,670.02,727.76,660.77,668.98,12:06:03.500
株O,863.66,958.72,836.59,850.52,12:06:04.000
株O,842.07,929.04,807.66,823.41,12:06:04.500
株V,478.07,573.48,476.48,483.80,12:06:05.000
株S,500.20,585.07,461.94,464.22,12:06:05.500
株Y,392.31,445.35,385.62,395.52,12:06:06.000
株K,807.16,885.98,771.98,782.48,12:06:06.500
株S,728.06,803.36,686.64,688.97,12:06:07.000
株Q,893.04,969.25,877.36,879.42,12:06:07.500
株I,721.26,777.26,678.43,697.54,12:06:08.000
株C,820.16,895.48,818.72,827.30,12:06:08.500
株T,780.41,878.79,778.30,786.29,12:06:09.000
株W,889.06,960.57,879.83,881.04,12:06:09.500
株G,974.56,1060.58,938.20,949.23,12:06:10.000
株I,420.44,513.06,415.00,425.75,12:06:10.500
株G,552.26,628.70,512.59,529.93,12:06:11.000
株U,754.59,827.32,748.54,765.27,12:06:11.500
株K,333.34,414.00,292.74,305.73,12:06:12.000
株B,361.64,426.28,318.92,329.51,12:06:12.500
株N,729.07,824.33,679.38,687.15,12:06:13.000
株C,469.91,533.34,447.52,464.99,12:06:13.500
株M,380.33,473.81,335.82,349.80,12:06:14.000
株J,672.22,736.09,640.30,658.05,12:06:14.500
株O,375.63,469.03,337.40,341.61,12:06:15.000
株D,781.21,879.10,738.16,743.88,12:06:15.500
株L,331.84,412.34,293.47,301.20,12:06:16.000
株J,383.26,470.06,376.20,382.06,12:06:16.500
株L,482.11,536.14,463.13,481.85,12:06:17.000
株W,469.82,523.66,457.01,472.40,12:06:17.500
株G,882.75,938.61,867.50,872.64,12:06:18.000
株P,802.45,881.50,789.97,808.22,12:06:18.500
株F,596.33,672.54,580.49,588.57,12:06:19.000
株O,369.83,424.97,337.56,347.20,12:06:19.500
株I,431.17,496.03,421.62,423.12,12:06:20.000
株Q,418.78,512.91,383.26,389.27,12:06:20.500
株S,663.88,740.09,618.32,622.13,12:06:21.000
株E,895.57,947.72,883.10,899.17,12:06:21.500
株F,911.77,974.38,884.47,902.35,12:06:22.000
株Q,973.85,1057.95,942.33,951.49,12:06:22.500
株A,372.23,447.07,335.73,349.55,12:06:23.000
株X,608.80,687.23,592.29,611.06,12:06:23.500
株I,611.56,707.50,583.93,585.62,12:06:24.000
株E,652.91,746.67,637.35,646.04,12:06:24.500
株J,672.10,735.03,671.04,684.77,12:06:25.000
株E,561.87,657.28,553.92,557.67,12:06:25.500
株N,572.20,638.53,543.01,553.12,12:06:26.000
株C,302.60,368.92,298.47,306.49,12:06:26.500
株Z,955.85,1043.16,941.41,959.14,12:06:27.000
株X,480.13,579.84,468.99,483.12,12:06:27.500
株W,820.13,900.63,803.15,814.84,12:06:28.000
株D,764.15,855.54,759.22,770.04,12:06:28.500
株Z,942.24,1021.77,924.33,937.19,12:06:29.000
株M,941.68,1004.52,934.94,940.81,12:06:29.500
株P,421.67,517.55,413.62,415.89,12:06:30.000
株H,812.88,907.25,803.93,812.99,12:06:30.500
株R,359.57,436.03,317.05,324.94,12:06:31.000
株V,654.28,740.84,652.10,662.47,12:06:31.500
株P,615.76,678.96,582.67,588.90,12:06:32.000
株N,482.15,571.54,479.75,485.58,12:06:32.500
株V,703.88,783.03,694.93,711.27,12:06:33.000
株T,711.68,763.92,662.45,669.10,12:06:33.500
株E,653.67,704.55,635.11,637.69,12:06:34.000
株Y,934.09,1007.02,908.70,910.18,12:06:34.500
株L,670.44,732.72,622.36,625.39,12:06:35.000
株F,711.67,792.88,688.78,703.46,12:06:35.500
株L,712.20,787.31,696.96,706.44,12:06:36.000
株Y,859.39,927.14,853.30,861.69,12:06:36.500
株Q,316.24,382.27,268.19,277.72,12:06:37.000
株O,575.31,646.94,568.23,584.89,12:06:37.500
株W,976.87,1043.74,933.93,951.13,12:06:38.000
株H,977.23,1055.25,958.47,969.39,12:06:38.500
株E,790.99,843.06,758.83,762.02,12:06:39.000
株G,995.77,1068.78,972.74,983.69,12:06:39.500
株M,611.90,710.80,587.54,590.63,12:06:40.000
株A,773.38,846.98,753.69,768.61,12:06:40.500
株Z,807.27,888.66,762.22,769.76,12:06:41.000
株Z,852.09,922.41,818.75,831.02,12:06:41.500
株C,686.52,739.45,669.21,673.71,12:06:42.000
株F,316.97,403.81,298.59,311.44,12:06:42.500
株T,974.21,1057.18,969.49,981.09,12:06:43.000
株R,719.27,809.56,682.21,700.82,12:06:43.500
株S,569.74,661.16,556.44,565.70,12:06:44.000
株E,413.96,469.95,384.92,394.13,12:06:44.500
株U,862.05,942.30,830.48,849.94,12:06:45.000
株O,424.57,506.44,410.46,419.29,12:06:45.500
株A,888.22,949.31,842.22,862.09,12:06:46.000
株V,667.04,720.48,660.37,671.75,12:06:46.500
株N,347.05,419.47,311.30,327.50,12:06:47.000
株X,609.24,660.86,605.68,622.06,12:06:47.500
株A,882.97,936.02,865.36,883.89,12:06:48.000
株S,870.08,928.76,853.50,869.94,12:06:48.500
株H,811.66,897.82,802.42,805.92,12:06:49.000
株F,434.68,509.83,413.58,432.25,12:06:49.500
株Z,458.30,558.08,428.41,442.13,12:06:50.000
株Y,470.84,528.05,466.43,485.63,12:06:50.500
株B,377.12,477.04,364.86,381.06,12:06:51.000
株L,587.65,660.96,543.11,556.04,12:06:51.500
株M,869.05,921.99,821.93,829.90,12:06:52.000
株G,612.33,685.30,606.99,610.17,12:06:52.500
株X,564.53,625.72,553.62,569.03,12:06:53.000
株B,617.56,678.28,614.83,621.46,12:06:53.500
株J,307.74,359.89,270.94,273.46,12:06:54.000
株C,833.63,900.81,803.09,818.53,12:06:54.500
株G,832.10,912.44,793.96,803.78,12:06:55.000
株T,741.57,829.14,736.68,740.27,12:06:55.500
株S,968.69,1027.32,938.06,953.52,12:06:56.000
株A,671.78,727.47,645.71,655.02,12:06:56.500
株P,895.99,958.86,873.12,889.54,12:06:57.000
株P,754.89,832.28,715.00,728.99,12:06:57.500
株J,759.34,812.70,757.64,771.55,12:06:58.000
株G,800.77,869.60,762.21,781.99,12:06:58.500
株L,810.74,893.02,803.48,808.77,12:06:59.000
株N,641.85,727.18,635.38,642.81,12:06:59.500
株H,696.03,774.93,651.52,662.22,12:07:00.000
株Q,740.64,826.66,717.34,736.17,12:07:00.500
株U,371.22,447.38,343.70,355.16,12:07:01.000
株L,420.16,507.40,387.32,402.73,12:07:01.500
株W,749.70,819.67,748.18,752.38,12:07:02.000
株V,834.97,928.83,822.90,835.36,12:07:02.500
株N,687.54,784.97,657.09,667.28,12:07:03.000
株S,420.62,479.04,394.39,402.51,12:07:03.500
株W,451.78,510.43,416.65,424.07,12:07:04.000
株H,468.52,534.10,454.76,472.33,12:07:04.500
株M,419.79,478.02,416.91,419.33,12:07:05.000
株B,475.78,564.23,458.12,465.06,12:07:05.500
株W,428.56,487.62,412.96,424.25,12:07:06.000
株X,566.78,642.63,522.72,537.96,12:07:06.500
株S,811.67,887.69,810.06,821.83,12:07:07.000
株D,516.23,595.03,487.59,490.03,12:07:07.500
株F,518.73,584.31,517.13,523.10,12:07:08.000
株K,496.91,559.63,492.11,499.70,12:07:08.500
株J,507.65,573.35,484.47,499.57,12:07:09.000
株C,666.01,728.12,640.64,649.97,12:07:09.500
株L,649.00,712.67,628.65,632.50,12:07:10.000
株V,485.50,561.49,470.80,473.96,12:07:10.500
株X,432.37,493.69,409.37,421.08,12:07:11.000
株Z,839.44,905.74,806.44,815.93,12:07:11.500
株O,471.81,550.90,460.18,477.90,12:07:12.000
株N,466.36,527.44,446.67,462.32,12:07:12.500
株A,864.50,964.14,838.94,857.67,12:07:13.000
株Z,431.29,483.87,409.69,425.61,12:07:13.500
株B,621.66,698.24,595.02,607.57,12:07:14.000
株J,602.11,686.23,563.79,572.32,12:07:14.500
株P,890.52,971.32,885.14,898.90,12:07:15.000
株O,306.89,368.94,299.84,309.45,12:07:15.500
株Y,356.84,440.26,337.99,357.86,12:07:16.000
株A,943.51,1040.50,923.76,940.60,12:07:16.500
株P,920.78,971.69,883.14,897.36,12:07:17.000
株D,646.95,738.81,627.04,641.41,12:07:17.500
株V,445.68,520.05,441.85,461.58,12:07:18.000
株T,852.90,952.23,806.52,816.97,12:07:18.500
株T,816.38,901.76,779.19,794.32,12:07:19.000
株K,526.67,618.88,524.89,526.82,12:07:19.500
株J,424.05,502.22,395.98,401.69,12:07:20.000
株O,750.50,808.39,738.90,749.28,12:07:20.500
株T,889.39,949.14,846.07,865.59,12:07:21.000
株O,364.81,429.16,357.86,364.24,12:07:21.500
株V,827.85,916.80,801.02,815.86,12:07:22.000
株O,520.47,604.42,471.18,490.92,12:07:22.500
株S,909.58,977.92,863.25,870.45,12:07:23.000
株D,506.85,581.92,496.03,507.92,12:07:23.500
株E,842.96,894.72,841.52,844.81,12:07:24.000
株Z,736.20,802.01,710.39,728.77,12:07:24.500
株K,592.27,658.74,560.66,570.91,12:07:25.000
株G,907.47,979.94,879.76,892.32,12:07:25.500
株J,759.20,854.38,749.12,753.37,12:07:26.000
株I,829.62,891.20,814.34,826.34,12:07:26.500
株P,546.79,641.45,538.26,554.26,12:07:27.000
株I,490.29,585.75,460.28,466.53,12:07:27.500
株D,575.71,640.85,544.82,546.07,12:07:28.000
株M,507.33,593.81,500.15,509.85,12:07:28.500
株N,381.48,458.42,352.64,369.00,12:07:29.000
株Y,534.01,586.97,525.27,542.71,12:07:29.500
株P,736.35,834.83,710.73,718.44,12:07:30.000
株T,427.54,525.00,414.21,431.19,12:07:30.500
株J,967.16,1044.89,963.55,967.06,12:07:31.000
株W,398.90,490.62,363.35,382.78,12:07:31.500
株W,845.67,911.39,828.25,841.96,12:07:32.000
株G,538.44,622.77,500.56,518.07,12:07:32.500
株X,438.52,533.88,390.66,408.86,12:07:33.000
株Z,461.34,521.73,434.72,440.42,12:07:33.500
株W,491.14,549.64,471.51,473.19,12:07:34.000
株S,681.95,736.97,644.18,647.15,12:07:34.500
株D,623.63,678.53,588.81,601.55,12:07:35.000
株R,896.84,971.24,865.66,876.34,12:07:35.500
株H,506.96,601.42,477.78,486.52,12:07:36.000
株H,402.08,490.06,395.99,407.56,12:07:36.500
株W,453.55,542.50,437.55,441.26,12:07:37.000
株P,987.64,1065.08,981.27,982.99,12:07:37.500
株R,528.77,609.86,501.15,511.74,12:07:38.000
株E,926.98,994.26,919.90,932.12,12:07:38.500
株I,661.76,747.12,647.00,661.46,12:07:39.000
株R,355.44,426.37,329.54,332.46,12:07:39.500
株S,899.19,961.19,883.39,901.48,12:07:40.000
株Y,705.14,794.33,675.75,684.50,12:07:40.500
株W,689.12,782.98,674.28,690.46,12:07:41.000
株C,923.90,1004.82,903.52,915.70,12:07:41.500
株C,470.05,523.32,452.66,467.95,12:07:42.000
株B,854.20,950.42,818.23,821.34,12:07:42.500
株B,794.57,868.20,750.21,763.76,12:07:43.000
株I,423.11,489.68,404.45,409.33,12:07:43.500
株S,959.28,1012.47,916.99,924.20,12:07:44.000
株Q,983.42,1053.76,963.54,982.40,12:07:44.500
株E,519.79,619.18,510.06,515.31,12:07:45.000
株D,595.38,684.30,569.05,578.03,12:07:45.500
株Z,748.47,831.25,743.18,746.04,12:07:46.000
株J,986.10,1062.08,984.32,989.98,12:07:46.500
株K,883.92,943.97,861.95,877.12,12:07:47.000
株N,370.11,461.16,320.29,324.20,12:07:47.500
株N,859.66,932.90,839.09,855.20,12:07:48.000
株U,594.80,686.96,588.15,602.33,12:07:48.500
株V,610.62,668.27,582.47,585.10,12:07:49.000
株A,828.30,915.06,780.97,783.52,12:07:49.500
株M,926.99,1014.11,908.91,912.95,12:07:50.000
株C,580.96,679.00,556.07,573.29,12:07:50.500
株I,414.72,479.58,385.89,392.56,12:07:51.000
株R,492.61,571.63,458.85,468.56,12:07:51.500
株U,748.39,821.02,722.50,738.90,12:07:52.000
株P,661.55,734.99,651.53,665.39,12:07:52.500
株G,753.12,812.52,710.49,722.36,12:07:53.000
株D,886.37,965.61,854.96,873.91,12:07:53.500
株H,973.34,1027.58,949.19,956.96,12:07:54.000
株H,401.50,499.29,394.43,412.41,12:07:54.500
株O,559.05,635.03,533.73,547.52,12:07:55.000
株W,620.78,685.34,591.75,595.73,12:07:55.500
株A,682.92,765.47,665.55,675.25,12:07:56.000
株O,343.91,403.40,320.37,328.03,12:07:56.500
株C,917.38,1009.97,870.58,872.06,12:07:57.000
株M,669.14,761.07,632.77,645.66,12:07:57.500
株Y,865.65,936.55,838.54,854.17,12:07:58.000
株L,334.97,427.13,333.06,352.74,12:07:58.500
株U,771.86,853.60,734.04,749.62,12:07:59.000
株D,683.72,736.09,673.27,683.57,12:07:59.500
株J,874.33,931.33,869.91,883.88,12:08:00.000
株X,481.27,535.53,434.53,437.40,12:08:00.500
株I,903.75,962.79,871.78,877.35,12:08:01.000
株D,327.42,424.54,288.19,294.71,12:08:01.500
株Q,892.80,975.70,889.32,896.22,12:08:02.000
株G,479.89,577.02,466.60,484.13,12:08:02.500
株S,539.08,608.05,513.78,533.03,12:08:03.000
株O,938.45,1031.29,928.20,941.79,12:08:03.500
株Y,793.68,846.61,757.42,772.03,12:08:04.000
株B,512.74,596.56,498.39,506.86,12:08:04.500
株R,986.25,1052.44,975.31,987.13,12:08:05.000
株T,891.68,960.40,883.88,898.21,12:08:05.500
株R,565.47,631.26,526.82,538.52,12:08:06.000
株X,413.39,486.11,383.42,403.04,12:08:06.500
株J,512.83,596.20,486.29,490.67,12:08:07.000
株K,471.72,545.97,442.95,451.40,12:08:07.500
株C,836.02,921.20,823.61,829.56,12:08:08.000
